,id,index,longitude,wind_direction,latitude,humidity,temperature_10cm,wind_direction_degrees,temperature,wind_blast,wind_speedMS,visibility_meters,wind_speedBF,sun_intensity,datetime,water_flow,waves_height,water_drainage,water_level,water_level_belgium_border,tide
467,468,299,4.634449165210589,,51.71825599413198,,,,,,,,,,2017-12-06T14:40:00Z,0.107,,,,,
468,469,297,4.634317165170424,,51.718362994140485,,,,,,,,,,2017-12-06T14:40:00Z,0.077,,,,,
469,470,298,4.63420016512998,,51.718469994140705,,,,,,,,,,2017-12-06T14:40:00Z,0.222,,,,,
470,471,300,4.6340821651048625,,51.71858599414215,,,,,,,,,,2017-12-06T14:40:00Z,0.137,,,,,
471,472,328,4.627158162011883,,51.78778199421934,,,,,,,,,,2017-12-06T14:40:00Z,0.617,,,,,
472,473,296,4.634699165288335,,51.71803299412983,,,,,,,,,,2017-12-06T14:40:00Z,0.07,,,,,
473,474,327,4.636999164720601,,51.805265994154944,,,,,,,,,,2017-12-06T14:40:00Z,0.02,,,,,
474,475,325,4.6371171647533975,,51.80514899415647,,,,,,,,,,2017-12-06T14:40:00Z,0.099,,,,,
475,476,326,4.637235164785228,,51.805041994160916,,,,,,,,,,2017-12-06T14:40:00Z,0.186,,,,,
476,477,323,4.637367164833144,,51.80492599415088,,,,,,,,,,2017-12-06T14:40:00Z,0.085,,,,,
477,478,324,4.637485164866001,,51.80481899415509,,,,,,,,,,2017-12-06T14:40:00Z,0.041,,,,,
478,479,318,4.637617164913663,,51.80470299415012,,,,,,,,,,2017-12-06T14:40:00Z,0.039,,,,,
479,480,319,4.637735164947555,,51.80459599415413,,,,,,,,,,2017-12-06T14:40:00Z,0.04,,,,,
480,481,322,4.63785316498584,,51.804479994154015,,,,,,,,,,2017-12-06T14:40:00Z,0.059,,,,,
481,482,320,4.6379851650295745,,51.80437299414897,,,,,,,,,,2017-12-06T14:40:00Z,0.072,,,,,
482,483,321,4.638103165063792,,51.80426599414645,,,,,,,,,,2017-12-06T14:40:00Z,0.09,,,,,
483,484,316,4.638221165103394,,51.80414999414791,,,,,,,,,,2017-12-06T14:40:00Z,0.129,,,,,
484,485,317,4.638353165147667,,51.8040429941459,,,,,,,,,,2017-12-06T14:40:00Z,0.173,,,,,
485,486,360,4.339860089845659,,51.85961199608141,,,,,,,,,,2017-12-06T14:40:00Z,0.444,,,,,
486,487,331,4.656147169788117,,51.85660299404424,,,,,,,,,,2017-12-06T14:40:00Z,999999999.0,,,,,
487,488,143,6.034839047900345,,51.872957003019216,,,,,,,,,,2017-12-06T14:40:00Z,,,1706.96,,,
488,489,144,6.037781050807345,,51.87475000318693,,,,,,,,,,2017-12-06T14:40:00Z,,,761.99,,,
489,490,139,5.954706958555653,,51.967030999526926,,,,,,,,,,2017-12-06T14:40:00Z,,,338.03,,,
490,491,390,4.927280273307868,,51.621259991666996,,,,,,,,,,2017-12-05T13:40:00Z,,,0.07,,,
491,492,430,5.404110529380546,,51.65748998899997,,,,,,,,,,2017-12-06T14:10:00Z,,,0.04,,,
492,493,458,5.674439739690208,,51.49952499020856,,,,,,,,,,2017-12-06T14:20:00Z,,,0.14,,,
493,494,453,5.685737652529426,,51.44785469021004,,,,,,,,,,2017-12-06T14:20:00Z,,,0.12,,,
494,495,456,5.656540727612878,,51.45646998984562,,,,,,,,,,2017-11-13T11:30:00Z,,,16.35,,,
495,496,460,5.6522713215818765,,51.49630558991366,,,,,,,,,,2017-12-06T13:40:00Z,,,0.0,,,
496,497,459,5.684486848141434,,51.49873579035126,,,,,,,,,,2017-12-06T14:00:00Z,,,1.05,,,
497,498,437,5.762220831509904,,51.27279999094456,,,,,,,,,,2017-12-06T14:30:00Z,,,0.0,,,
498,499,443,5.747311814235517,,51.326783990836084,,,,,,,,,,2017-12-06T14:30:00Z,,,3.1,,,
499,500,474,5.687038792236568,,50.86984898840324,,,,,,,,,,2017-12-06T14:40:00Z,,,0.5,,,
500,501,114,5.445420568848599,,51.421809988505785,,,,,,,,,,2017-12-05T13:50:00Z,,,33.9,,,
501,502,115,5.445961569175688,,51.422875988501566,,,,,,,,,,2017-12-06T13:40:00Z,,,0.05,,,
502,503,214,4.402275104548131,,51.69182299570134,,,,,,,,,,2017-12-06T14:40:00Z,,,0.67,,,
503,504,215,4.401538104383974,,51.692445995697824,,,,,,,,,,2017-12-06T14:40:00Z,,,2.11,,,
504,505,94,6.079754022917436,,52.63776100908063,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,,,
505,506,92,6.079607022765259,,52.6378070090705,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,,,
506,507,93,6.079460022613043,,52.63785200905949,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,,,
507,508,250,4.234580073239369,,51.39309999651636,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,,,
508,509,186,3.8657030249101707,,51.54198099769583,,,,,,,,,,2017-12-06T14:40:00Z,,,98.73,,,
509,510,559,4.150361051613245,,52.92533499704542,,,,,,,,,,2017-12-06T14:30:00Z,,226.0,,,,
510,511,29,4.078200043908104,,52.56824399723233,,,,,,,,,,2017-12-06T14:30:00Z,,210.0,,,,
511,512,30,4.079319044053169,,52.567567997233574,,,,,,,,,,2017-12-06T14:30:00Z,,207.0,,,,
512,513,31,4.263920071273211,,52.488409996555106,,,,,,,,,,2017-12-06T14:30:00Z,,178.0,,,,
513,514,352,4.008703037879078,,51.9916769973931,,,,,,,,,,2017-12-06T14:30:00Z,,105.0,,,,
514,515,3,2.9966669999991127,,51.94666699810054,,,,,,,,,,2017-12-06T14:30:00Z,,147.0,,,,
515,516,112,3.306202001075663,,51.74379699810072,,,,,,,,,,2017-12-06T14:30:00Z,,133.0,,,,
516,517,122,3.7354100146397697,,52.008139997888506,,,,,,,,,,2017-12-06T14:30:00Z,,180.0,,,,
517,518,525,6.725108686137934,,53.488326104107536,,,,,,,,,,2017-12-06T14:30:00Z,,26.0,,,,
518,519,514,6.452926341866741,,53.45704805160829,,,,,,,,,,2017-12-06T14:30:00Z,,4.0,,,,
519,520,515,6.460034345435937,,53.49567605289062,,,,,,,,,,2017-12-06T14:30:00Z,,13.0,,,,
520,521,531,6.035650902224242,,53.526120009991985,,,,,,,,,,2017-12-06T14:30:00Z,,180.0,,,,
521,522,519,6.45060332873209,,53.540686051724784,,,,,,,,,,2017-12-06T14:30:00Z,,63.0,,,,
522,523,526,6.676912616603284,,53.513454093119,,,,,,,,,,2017-12-06T14:30:00Z,,21.0,,,,
523,524,527,6.6315455483530314,,53.569812083764646,,,,,,,,,,2017-12-06T14:30:00Z,,101.0,,,,
524,525,532,6.16539701749152,,53.59483101959576,,,,,,,,,,2017-12-06T14:30:00Z,,221.0,,,,
525,526,520,6.367938225257545,,53.61952904077646,,,,,,,,,,2017-12-06T14:30:00Z,,226.0,,,,
526,527,528,6.521892403587602,,53.62031006351421,,,,,,,,,,2017-12-06T14:30:00Z,,213.0,,,,
527,528,542,5.574776559697726,,53.31880899375108,,,,,,,,,,2017-12-06T14:30:00Z,,3.0,,,,
528,529,543,5.581884562503213,,53.354234993927896,,,,,,,,,,2017-12-06T14:30:00Z,,5.0,,,,
529,530,544,5.59463056896287,,53.390656994200214,,,,,,,,,,2017-12-06T14:30:00Z,,5.0,,,,
530,531,545,5.695061637860423,,53.39225699604375,,,,,,,,,,2017-12-06T14:30:00Z,,17.0,,,,
531,532,537,5.572430549545539,,53.48493599410225,,,,,,,,,,2017-12-06T14:30:00Z,,131.0,,,,
532,533,539,5.58772856139346,,53.44802899423489,,,,,,,,,,2017-12-06T14:30:00Z,,46.0,,,,
533,534,540,5.603180571435715,,53.4500769944659,,,,,,,,,,2017-12-06T14:30:00Z,,54.0,,,,
534,535,538,5.623706583220546,,53.484791994891715,,,,,,,,,,2017-12-06T14:30:00Z,,135.0,,,,
535,536,541,5.636535595221859,,53.4243429949578,,,,,,,,,,2017-12-05T13:20:00Z,,12.0,,,,
536,537,547,5.477385488536419,,53.53080299315317,,,,,,,,,,2017-12-06T14:30:00Z,,216.0,,,,
537,538,546,5.659423604227317,,53.54186799568746,,,,,,,,,,2017-12-06T14:30:00Z,,208.0,,,,
538,539,506,5.1020863039888145,,53.321312992337475,,,,,,,,,,2017-12-06T14:30:00Z,,82.0,,,,
539,540,507,4.98914825748327,,53.32276199283391,,,,,,,,,,2017-12-06T14:30:00Z,,186.0,,,,
540,541,561,2.9500099999939566,,53.81663199806152,,,,,,,,,,2017-12-06T14:30:00Z,,191.0,,,,
541,542,555,4.660360150303644,,53.27618799470116,,,,,,,,,,2017-12-06T14:30:00Z,,214.0,,,,
542,543,563,3.8166710144891933,,55.416662997813084,,,,,,,,,,2017-12-06T14:30:00Z,,255.0,,,,
543,544,246,4.136497057235381,,51.36997799693552,,,,,,,,,,2017-12-06T14:30:00Z,,10.0,,,,
544,545,238,3.7472080162700636,,51.35777699787359,,,,,,,,,,2017-12-06T14:30:00Z,,13.0,,,,
545,546,269,3.9196810303154432,,51.37275299757779,,,,,,,,,,2017-12-06T14:30:00Z,,17.0,,,,
546,547,233,3.692310012849284,,51.436299997934256,,,,,,,,,,2017-12-06T14:30:00Z,,31.0,,,,
547,548,205,3.807170020014887,,51.63882999779562,,,,,,,,,,2017-12-06T14:30:00Z,,6.0,,,,
548,549,211,3.967294034562842,,51.60577499747843,,,,,,,,,,2017-12-06T14:30:00Z,,18.0,,,,
549,550,174,3.416747002800148,,51.43694499809182,,,,,,,,,,2017-12-06T14:30:00Z,,63.0,,,,
550,551,171,3.3822100021637316,,51.37720999809684,,,,,,,,,,2017-12-06T14:30:00Z,,58.0,,,,
551,552,172,3.368752001936031,,51.391932998103655,,,,,,,,,,2017-12-06T14:30:00Z,,52.0,,,,
552,553,173,3.3020040010626674,,51.402769998109385,,,,,,,,,,2017-12-06T14:00:00Z,,58.0,,,,
553,554,165,3.399067002414937,,51.619430998092334,,,,,,,,,,2017-12-06T14:30:00Z,,106.0,,,,
554,555,113,3.3066400010751247,,51.74340099810507,,,,,,,,,,2017-12-06T14:30:00Z,,138.0,,,,
555,556,178,3.128611000074305,,51.36583199811766,,,,,,,,,,2017-12-06T14:00:00Z,,79.0,,,,
556,557,180,3.207781000345884,,51.379442998117604,,,,,,,,,,2017-12-06T14:00:00Z,,70.0,,,,
557,558,175,3.048049999997716,,51.393379998120814,,,,,,,,,,2017-12-06T14:00:00Z,,83.0,,,,
558,559,161,3.2420437005336304,,51.50269979811466,,,,,,,,,,2017-12-06T14:30:00Z,,100.0,,,,
559,560,13,2.444437993334292,,51.38444299804496,,,,,,,,,,2017-12-06T14:00:00Z,,101.0,,,,
560,561,10,2.574993996959656,,51.141662998092265,,,,,,,,,,2017-12-06T14:00:00Z,,41.0,,,,
561,562,14,2.705828999013558,,51.349995998113386,,,,,,,,,,2017-12-06T14:00:00Z,,93.0,,,,
562,563,15,2.770496999533203,,51.41285999811763,,,,,,,,,,2017-12-06T14:00:00Z,,87.0,,,,
563,564,149,6.2,ZW,51.5,80.0,7.7,224.0,8.1,6.1,4.04,,3.0,9.0,2017-12-06T16:10:00Z,,,,,,
564,565,148,5.88,ZW,52.07,81.0,7.4,221.0,7.9,5.9,4.31,27700.0,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
565,566,62,4.98,WZW,52.65,80.0,8.8,239.0,9.2,7.4,5.09,25400.0,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
566,567,169,3.38,ZZW,51.38,,,212.0,,10.2,7.42,,4.0,,2017-12-06T15:40:00Z,,,,,,
567,568,403,5.18,ZW,52.1,73.0,8.6,225.0,9.0,8.4,4.8,42700.0,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
568,569,28,4.78,WZW,52.92,65.0,9.4,244.0,10.0,13.2,9.67,44100.0,5.0,11.0,2017-12-06T16:10:00Z,,,,,,
569,570,116,5.42,ZZW,51.45,82.0,7.5,207.0,7.9,7.3,5.19,15000.0,3.0,7.0,2017-12-06T16:10:00Z,,,,,,
570,571,497,5.77,ZZW,51.2,86.0,7.0,207.0,7.3,5.6,3.75,12100.0,3.0,7.0,2017-12-06T16:10:00Z,,,,,,
571,572,1,3.28,ZZW,52.0,,,198.0,,12.7,10.33,12300.0,5.0,,2017-12-06T16:00:00Z,,,,,,
572,573,391,4.93,ZZW,51.57,81.0,7.7,205.0,8.0,7.8,4.35,15600.0,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
573,574,191,3.9,ZZW,51.53,87.0,7.9,209.0,8.2,7.7,5.44,,3.0,4.0,2017-12-06T16:10:00Z,,,,,,
574,575,501,6.65,ZW,52.07,81.0,6.9,214.0,8.0,4.9,2.68,,2.0,5.0,2017-12-06T16:10:00Z,,,,,,
575,576,558,6.58,WZW,53.13,72.0,8.4,239.0,8.9,12.3,6.9,49900.0,4.0,4.0,2017-12-06T16:10:00Z,,,,,,
576,577,264,4.0,ZW,51.45,,,214.0,,9.0,7.49,,4.0,,2017-12-06T15:40:00Z,,,,,,
577,578,108,6.27,ZW,52.43,78.0,7.7,223.0,8.2,6.3,3.6,,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
578,579,498,5.15,ZW,51.87,73.0,8.0,228.0,8.7,7.1,5.01,,3.0,5.0,2017-12-06T16:10:00Z,,,,,,
579,580,343,4.1,ZW,51.98,82.0,8.3,214.0,8.4,11.2,8.2,,5.0,3.0,2017-12-06T16:10:00Z,,,,,,
580,581,4,6.52,ZW,52.73,80.0,7.6,234.0,8.0,9.1,6.16,39300.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
581,582,512,5.35,ZW,53.38,79.0,8.5,236.0,8.8,12.7,9.21,24300.0,5.0,8.0,2017-12-06T16:10:00Z,,,,,,
582,583,58,5.4,ZZW,52.65,,,213.0,,9.7,8.51,,5.0,,2017-12-06T16:10:00Z,,,,,,
583,584,518,6.4,,53.57,,,0.0,,,,,0.0,,2017-12-06T16:00:00Z,,,,,,
584,585,34,4.52,ZW,52.47,,,222.0,,14.1,11.27,,6.0,,2017-12-06T16:00:00Z,,,,,,
585,586,39,4.57,ZW,52.47,,,226.0,,15.9,12.47,,6.0,,2017-12-06T16:10:00Z,,,,,,
586,587,552,6.2,WZW,53.42,76.0,8.0,239.0,8.7,11.4,7.92,,4.0,4.0,2017-12-06T16:10:00Z,,,,,,
587,588,120,3.67,ZW,51.93,,,228.0,,13.4,10.3,11200.0,5.0,,2017-12-06T16:00:00Z,,,,,,
588,589,554,5.77,WZW,53.22,71.0,8.6,242.0,9.1,12.9,8.02,49900.0,5.0,5.0,2017-12-06T16:10:00Z,,,,,,
589,590,55,5.53,ZZW,52.45,85.0,7.0,210.0,8.0,6.6,5.07,24300.0,3.0,6.0,2017-12-06T16:10:00Z,,,,,,
590,591,127,4.93,ZW,51.97,78.0,7.7,226.0,8.3,8.7,6.57,27100.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
591,592,477,5.78,ZW,50.92,84.0,6.5,225.0,7.0,6.9,4.45,13500.0,3.0,5.0,2017-12-06T16:10:00Z,,,,,,
592,593,97,5.88,ZW,52.7,85.0,7.3,214.0,7.6,6.1,4.35,24300.0,3.0,5.0,2017-12-06T16:10:00Z,,,,,,
593,594,8,7.15,ZW,53.2,78.0,7.9,234.0,8.4,7.9,6.02,,4.0,4.0,2017-12-06T16:10:00Z,,,,,,
594,595,203,3.62,ZW,51.77,,,219.0,,12.3,10.1,,5.0,,2017-12-06T15:40:00Z,,,,,,
595,596,369,4.45,ZW,51.95,79.0,8.1,220.0,8.6,10.9,7.61,24400.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
596,597,363,4.32,ZW,51.88,,,222.0,,10.4,7.34,,4.0,,2017-12-06T16:10:00Z,,,,,,
597,598,198,3.7,ZZW,51.65,,,214.0,,9.9,7.99,,4.0,,2017-12-06T15:40:00Z,,,,,,
598,599,49,4.77,ZW,52.3,75.0,8.9,232.0,9.4,9.7,7.69,38800.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
599,600,210,4.0,ZZW,51.6,,,206.0,,8.3,6.24,,4.0,,2017-12-06T15:40:00Z,,,,,,
600,601,71,5.38,WZW,52.88,74.0,8.0,246.0,8.7,13.0,8.45,49900.0,5.0,5.0,2017-12-06T16:10:00Z,,,,,,
601,602,27,4.75,WZW,53.0,,,242.0,,14.1,11.81,,6.0,,2017-12-06T16:10:00Z,,,,,,
602,603,258,4.13,ZZW,51.52,,,205.0,,8.8,6.94,,4.0,,2017-12-06T15:40:00Z,,,,,,
603,604,79,6.9,ZW,52.27,77.0,7.4,222.0,8.0,8.2,5.44,35900.0,3.0,3.0,2017-12-06T16:10:00Z,,,,,,
604,605,162,3.25,ZZW,51.5,,,213.0,,11.5,9.48,,5.0,,2017-12-06T15:40:00Z,,,,,,
605,606,513,4.92,WZW,53.25,78.0,9.2,240.0,9.4,13.0,10.84,17700.0,6.0,,2017-12-06T16:10:00Z,,,,,,
606,607,228,3.6,ZZW,51.45,85.0,7.9,211.0,8.3,10.0,8.2,17100.0,5.0,5.0,2017-12-06T16:10:00Z,,,,,,
607,608,500,5.7,ZZW,51.65,78.0,7.8,209.0,8.3,7.1,4.84,21300.0,3.0,8.0,2017-12-06T16:10:00Z,,,,,,
608,609,52,4.43,ZW,52.12,72.0,8.7,225.0,9.1,9.0,6.27,39600.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
609,610,224,3.83,ZW,51.23,79.0,8.1,218.0,8.4,8.5,6.02,22300.0,4.0,5.0,2017-12-06T16:10:00Z,,,,,,
610,611,59,5.17,ZW,52.63,,,226.0,,5.9,3.85,,3.0,,2017-12-06T16:10:00Z,,,,,,
611,612,40,4.6,,52.5,80.0,9.5,0.0,9.5,,,,0.0,2.0,2017-12-06T16:10:00Z,,,,,,
612,613,270,4.33,ZZW,51.45,85.0,7.9,214.0,8.1,7.8,4.49,14400.0,3.0,,2017-12-06T16:10:00Z,,,,,,
613,614,562,4.73,,54.85,80.0,,0.0,9.9,19.2,13.6,18200.0,6.0,,2017-12-06T16:10:00Z,,,,,,
614,615,560,3.22,ZW,53.22,,,233.0,,16.8,11.74,,6.0,,2017-12-06T16:00:00Z,,,,,,
615,616,240,4.298590086173127,,51.26782199618311,,,,,,,,,,2017-12-06T15:10:00Z,,,,183.0,347.0,
616,617,239,4.285750083430856,,51.29645899625461,,,,,,,,,,2017-12-06T15:10:00Z,,,,204.0,362.0,
617,618,241,4.237931074126752,,51.34837899649976,,,,,,,,,,2017-12-06T15:10:00Z,,,,218.0,375.0,
618,619,207,4.402223108872389,,51.22842899558023,,,,,,,,,,2017-12-06T14:50:00Z,,,,92.0,325.0,
619,620,488,5.801508881107194,,51.09483399114418,,,,,,,,,,2017-12-06T14:50:00Z,,,302.04,2249.0,2482.0,
620,621,468,5.696500803489158,,50.82852998838396,,,,,,,,,,2017-12-06T15:10:00Z,,,307.38,4413.0,4646.0,
621,622,487,5.818750897063226,,51.1011699915711,,,,,,,,,,2017-12-06T14:50:00Z,,,,2142.0,2375.0,
622,623,478,5.755816848443427,,50.95794298973224,,,,,,,,,,2017-12-06T15:10:00Z,,,,3475.0,3708.0,
623,624,485,5.841663916862114,,51.13088999226789,,,,,,,,,,2017-12-06T15:10:00Z,,,,2118.0,2351.0,
624,625,465,5.68361079675448,,50.758219988001194,,,,,,,,,,2017-12-06T15:10:00Z,,,265.05,4478.0,4711.0,
625,626,473,5.691539796016169,,50.87297098846949,,,,,,,,,,2017-12-06T15:10:00Z,,,249.02,3922.0,4155.0,
626,627,484,5.759199846364702,,51.029646990036525,,,,,,,,,,2017-12-06T14:50:00Z,,,,2746.0,2979.0,
627,628,486,5.823640899534926,,51.12977999180005,,,,,,,,,,2017-12-06T14:50:00Z,,,,2117.0,2350.0,
628,629,482,5.771610856352222,,51.050359990354394,,,,,,,,,,2017-12-06T15:10:00Z,,,,2663.0,2896.0,
629,630,475,5.727580824823077,,50.92555998914082,,,,,,,,,,2017-12-06T14:50:00Z,,,,3625.0,3858.0,
630,631,480,5.735966828782567,,50.977620989455275,,,,,,,,,,2017-12-06T14:50:00Z,,,,3026.0,3259.0,
631,632,481,5.765980854354023,,51.00640999008488,,,,,,,,,,2017-12-06T14:50:00Z,,,,2862.0,3095.0,
632,633,483,5.759715846809953,,51.03004999005573,,,,,,,,,,2017-12-06T14:50:00Z,,,,2740.0,2973.0,
633,634,479,5.735138827955142,,50.97847198944655,,,,,,,,,,2017-12-06T14:50:00Z,,,,2984.0,3217.0,
634,635,470,5.68308078739977,,50.88952998842129,,,,,,,,,,2017-12-06T14:50:00Z,,,,3837.0,4070.0,
635,636,90,6.0323309764731095,,52.6330300061775,,,,,,,,,,2017-12-06T15:10:00Z,,,46.17,-6.0,,
636,637,91,6.092927034843716,,52.652215010005385,,,,,,,,,,2017-12-06T15:10:00Z,,,8.3,-6.0,,
637,638,81,6.401721396737732,,52.523310039096856,,,,,,,,,,2017-12-06T15:10:00Z,,,5.14,283.0,,
638,639,82,6.42191842284374,,52.517093041760695,,,,,,,,,,2017-12-06T15:10:00Z,,,36.49,253.0,,
639,640,109,6.105751077636837,,52.3420800094579,,,,,,,,,,2017-12-06T15:10:00Z,,,443.38,263.0,,
640,641,83,6.284696296958959,,52.16608402351459,,,,,,,,,,2017-12-06T15:10:00Z,,,11.02,999999999.0,,
641,642,73,6.511601583695056,,52.198062053051906,,,,,,,,,,2017-12-06T15:10:00Z,,,-0.77,1002.0,,
642,643,134,5.9123209170050615,,51.975239997829796,,,,,,,,,,2017-12-06T15:00:00Z,,,424.6,826.0,,
643,644,147,6.103601123523685,,51.85035400700268,,,,,,,,,,2017-12-06T15:10:00Z,,,2453.91,977.0,,
644,645,146,6.083652101143694,,51.85750500576825,,,,,,,,,,2017-12-06T08:10:00Z,,,2290.5,999999999.0,,
645,646,143,6.034839047900345,,51.872957003019216,,,,,,,,,,2017-12-06T15:00:00Z,,,1683.58,,,
646,647,144,6.037781050807345,,51.87475000318693,,,,,,,,,,2017-12-06T15:00:00Z,,,750.41,,,
647,648,400,5.089851336090348,,52.032299990872154,,,,,,,,,,2017-12-06T15:10:00Z,,,-1.46,55.0,,
648,649,399,5.113580347648044,,52.03368999071935,,,,,,,,,,2017-12-06T15:10:00Z,,,-11.18,-41.0,,
649,650,42,5.328591456021579,,52.25468499020801,,,,,,,,,,2017-12-06T15:00:00Z,0.009,,9.0,-33.0,,
650,651,132,5.809703823663677,,51.965753994452776,,,,,,,,,,2017-12-06T15:10:00Z,,,424.5,759.0,,
651,652,138,5.954706958555653,,51.967030999526926,,,,,,,,,,2017-12-06T15:00:00Z,,,335.86,,,
652,653,406,5.563080632305888,,51.82702998995248,,,,,,,,,,2017-12-06T15:10:00Z,,,367.55,495.0,,
653,654,396,5.136356360428712,,51.98990299052365,,,,,,,,,,2017-12-06T15:10:00Z,,,416.97,297.0,,
654,655,401,5.292895446409167,,51.97423298978809,,,,,,,,,,2017-12-06T15:10:00Z,,,53.48,-39.0,,
655,656,392,5.455580552203913,,51.90053798958408,,,,,,,,,,2017-12-06T15:10:00Z,,,1733.67,507.0,,
656,657,420,5.333504480502407,,51.7395299892561,,,,,,,,,,2017-12-06T15:00:00Z,,,0.0,98.0,,
657,658,390,4.927280273307868,,51.621259991666996,,,,,,,,,,2017-12-05T13:40:00Z,,,0.07,,,
658,659,412,5.074880338396728,,51.71242999058212,,,,,,,,,,2017-12-06T14:30:00Z,,,1.97,188.0,,
659,660,418,5.272970444236653,,51.73360998944547,,,,,,,,,,2017-12-06T14:50:00Z,,,18.96,222.0,,
660,661,430,5.404110529380546,,51.65748998899997,,,,,,,,,,2017-12-06T14:30:00Z,,,0.04,,,
661,662,457,5.674439739690208,,51.49952499020856,,,,,,,,,,2017-12-06T14:40:00Z,,,0.13,,,
662,663,410,5.90240096084414,,51.3261999948847,,,,,,,,,,2017-12-06T14:50:00Z,,,1.06,3162.0,,
663,664,452,5.685737652529426,,51.44785469021004,,,,,,,,,,2017-12-06T14:40:00Z,,,0.12,,,
664,665,456,5.656540727612878,,51.45646998984562,,,,,,,,,,2017-11-13T11:30:00Z,,,16.35,,,
665,666,460,5.6522713215818765,,51.49630558991366,,,,,,,,,,2017-12-06T14:30:00Z,,,0.0,,,
666,667,459,5.684486848141434,,51.49873579035126,,,,,,,,,,2017-12-06T14:30:00Z,,,0.34,,,
667,668,415,6.15864123594341,,51.36761000833641,,,,,,,,,,2017-12-06T15:10:00Z,,,350.47,1163.0,,
668,669,437,5.762220831509904,,51.27279999094456,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,,,
669,670,434,5.770450838432666,,51.28050999113252,,,,,,,,,,2017-12-06T14:40:00Z,,,1.32,3166.0,,
670,671,442,5.747311814235517,,51.326783990836084,,,,,,,,,,2017-12-06T15:00:00Z,,,4.3,,,
671,672,471,5.678436784296785,,50.874747988316955,,,,,,,,,,2017-12-06T15:10:00Z,,,17.26,4040.0,,
672,673,476,5.724360823244782,,50.90635998903305,,,,,,,,,,2017-12-06T15:10:00Z,,,31.4,4404.0,,
673,674,474,5.687038792236568,,50.86984898840324,,,,,,,,,,2017-12-06T15:00:00Z,,,0.6,,,
674,675,431,5.602610698092485,,51.22305998863037,,,,,,,,,,2017-12-06T15:10:00Z,,,7.15,3569.0,,
675,676,114,5.445420568848599,,51.421809988505785,,,,,,,,,,2017-12-05T13:50:00Z,,,33.9,,,
676,677,115,5.445961569175688,,51.422875988501566,,,,,,,,,,2017-12-06T13:40:00Z,,,0.05,,,
677,678,158,5.021170300951189,,52.14441999145991,,,,,,,,,,2017-12-06T15:10:00Z,,,16.57,-41.0,,
678,679,45,5.017330294595555,,52.31835999167009,,,,,,,,,,2017-12-06T15:10:00Z,,,9.75,-39.0,,
679,680,214,4.402275104548131,,51.69182299570134,,,,,,,,,,2017-12-06T15:10:00Z,,,1.92,,,
680,681,215,4.401538104383974,,51.692445995697824,,,,,,,,,,2017-12-06T15:10:00Z,,,1.28,,,
681,682,94,6.079754022917436,,52.63776100908063,,,,,,,,,,2017-12-06T15:00:00Z,,,0.0,,,
682,683,92,6.079607022765259,,52.6378070090705,,,,,,,,,,2017-12-06T15:00:00Z,,,0.0,,,
683,684,93,6.079460022613043,,52.63785200905949,,,,,,,,,,2017-12-06T15:00:00Z,,,0.0,,,
684,685,249,4.234580073239369,,51.39309999651636,,,,,,,,,,2017-12-06T15:10:00Z,,,0.0,,,
685,686,217,4.254940075359497,,51.6258699964577,,,,,,,,,,2017-12-06T12:40:00Z,,,0.89,9.0,,
686,687,185,3.8657030249101707,,51.54198099769583,,,,,,,,,,2017-12-06T15:10:00Z,,,112.02,,,
687,688,397,5.132115283071737,,51.99329108225138,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,74.0
688,689,407,5.432734194349779,,51.809658334833976,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,108.0
689,690,276,5.0164675452582,,51.82211525498101,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,101.0
690,691,379,4.876824706486413,,51.8060410323932,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,57.0
691,692,371,4.894436967520258,,51.72018561772607,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,41.0
692,693,413,5.124738413689658,,51.735848468390806,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,61.0
693,694,125,4.851271005779988,,51.943091198704465,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,15.0
694,695,64,5.045595866596828,,52.93153759773201,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-63.0
695,696,303,4.578469621731783,,51.91645318512702,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,19.0
696,697,123,4.720594244057184,,52.00678031300524,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-9.0
