,id,index,longitude,wind_direction,latitude,humidity,temperature_10cm,wind_direction_degrees,temperature,wind_blast,wind_speedMS,visibility_meters,wind_speedBF,sun_intensity,datetime,water_flow,waves_height,water_drainage,water_level,water_level_belgium_border,tide
226,227,428,5.44346555632992,,51.64831198900081,,,,,,,,,,2017-12-06T14:40:00Z,,,,849.0,,
227,228,227,3.597400008251355,,51.442960998017945,,,,,,,,,,2017-12-06T14:40:00Z,,,,255.0,,
228,229,187,3.8666870249910046,,51.54230799768731,,,,,,,,,,2017-12-06T14:40:00Z,,,,107.0,,
229,230,454,5.693580758004832,,51.46530999038214,,,,,,,,,,2017-12-06T14:40:00Z,,,,2058.0,,
230,231,257,4.161560060351044,,51.51393999685121,,,,,,,,,,2017-12-06T14:50:00Z,,,,92.0,,
231,232,206,3.7002600132073047,,51.51647799792766,,,,,,,,,,2017-12-06T14:40:00Z,,,,-31.0,,
232,233,442,5.747526814429971,,51.3267559908383,,,,,,,,,,2017-12-06T14:30:00Z,,,,2866.0,,
233,234,36,4.604705146192512,,52.4673029946846,,,,,,,,,,2017-12-06T14:40:00Z,,,,-19.0,,
234,235,106,5.644190647663683,,52.60455999294734,,,,,,,,,,2017-12-06T14:40:00Z,,,,-15.0,,
235,236,409,5.456470557296374,,51.809389989380435,,,,,,,,,,2017-12-06T14:40:00Z,,,,486.0,,
236,237,333,4.248560072321236,,51.91766999653301,,,,,,,,,,2017-12-06T14:40:00Z,,,,63.0,,
237,238,147,6.103601123523685,,51.85035400700268,,,,,,,,,,2017-12-06T14:40:00Z,,,2480.46,977.0,,
238,239,43,5.471860545387537,,52.26185999043806,,,,,,,,,,2017-12-06T14:40:00Z,,,,-27.0,,
239,240,394,5.411945519707048,,51.97612798966758,,,,,,,,,,2017-12-06T14:50:00Z,,,,590.0,,
240,241,476,5.724360823244782,,50.90635998903305,,,,,,,,,,2017-12-06T14:40:00Z,,,25.58,4403.0,,
241,242,111,6.153248137474943,,52.251195012412694,,,,,,,,,,2017-12-06T14:40:00Z,,,,359.0,,
242,243,503,6.933362021656023,,53.32672016253621,,,,,,,,,,2017-12-06T14:40:00Z,,,,116.0,,
243,244,107,5.817245794583513,,52.457006996357094,,,,,,,,,,2017-12-06T14:40:00Z,,,,-20.0,,
244,245,523,6.829111841238088,,53.44775013113337,,,,,,,,,,2017-12-06T14:40:00Z,,,,47.0,,
245,246,446,5.587440665112558,,51.576169989479546,,,,,,,,,,2017-12-06T14:40:00Z,,,,1279.0,,
246,247,306,4.670715174895539,,51.8195259939071,,,,,,,,,,2017-12-06T14:40:00Z,,,,23.0,,
247,248,447,5.585850663799217,,51.577505989469245,,,,,,,,,,2017-12-06T14:40:00Z,,,,1058.0,,
248,249,461,5.631390701965769,,51.53930998980131,,,,,,,,,,2017-12-06T14:40:00Z,,,,1502.0,,
249,250,462,5.6306587013457365,,51.53989398979056,,,,,,,,,,2017-12-06T14:40:00Z,,,,1288.0,,
250,251,190,3.8626620246464736,,51.54368499769957,,,,,,,,,,2017-12-06T14:40:00Z,,,,-30.0,,
251,252,199,3.6432640101725715,,51.58156799798111,,,,,,,,,,2017-12-06T14:40:00Z,,,,-31.0,,
252,253,444,5.74644081317499,,51.33089399083733,,,,,,,,,,2017-12-06T14:30:00Z,,,,2702.0,,
253,254,445,5.746670813468485,,51.32960999083602,,,,,,,,,,2017-12-06T14:30:00Z,,,,2866.0,,
254,255,26,4.743810179293753,,52.963779994021216,,,,,,,,,,2017-12-06T14:40:00Z,,,,-75.0,,
255,256,385,4.830860233726943,,51.64788999250861,,,,,,,,,,2017-12-06T14:40:00Z,,,,10.0,,
256,257,480,5.735966828782567,,50.977620989455275,,,,,,,,,,2017-12-06T13:50:00Z,,,,3028.0,3261.0,
257,258,481,5.765980854354023,,51.00640999008488,,,,,,,,,,2017-12-06T13:50:00Z,,,,2866.0,3099.0,
258,259,65,5.047835291425724,,52.930286992142435,,,,,,,,,,2017-12-06T14:40:00Z,,,,-23.0,,
259,260,483,5.759715846809953,,51.03004999005573,,,,,,,,,,2017-12-06T13:20:00Z,,,,2744.0,2977.0,
260,261,386,4.833495234728311,,51.64813899248646,,,,,,,,,,2017-12-06T14:40:00Z,,,,42.0,,
261,262,455,5.692062756490174,,51.46884699036948,,,,,,,,,,2017-12-06T14:40:00Z,,,,1557.0,,
262,263,219,4.201674066403383,,51.58532799669002,,,,,,,,,,2017-12-06T14:40:00Z,,,,9.0,,
263,264,435,5.751184821551229,,51.2726139907243,,,,,,,,,,2017-12-06T14:40:00Z,,,,3168.0,,
264,265,436,5.749780820289838,,51.272639990698366,,,,,,,,,,2017-12-06T14:40:00Z,,,,3359.0,,
265,266,471,5.678436784296785,,50.874747988316955,,,,,,,,,,2017-12-06T14:40:00Z,,,13.91,4039.0,,
266,267,46,4.948720264084216,,52.37777999219893,,,,,,,,,,2017-12-06T14:40:00Z,,,,-40.0,,
267,268,45,5.017330294595555,,52.31835999167009,,,,,,,,,,2017-12-06T14:40:00Z,,,9.47,-40.0,,
268,269,387,4.990768301892037,,51.59737199111661,,,,,,,,,,2017-12-06T14:40:00Z,,,,517.0,,
269,270,521,6.8217318258822885,,53.47439012922933,,,,,,,,,,2017-12-06T14:30:00Z,,61.0,,42.0,,
270,271,341,4.093561748386518,,51.96350689714033,,,,,,,,,,2017-12-06T14:40:00Z,,,,109.0,,
271,272,138,5.962140965585644,,51.9701399998682,,,,,,,,,,2017-12-06T14:40:00Z,,,,834.0,,
272,273,496,5.856310927518151,,51.17652999285424,,,,,,,,,,2017-12-06T14:40:00Z,,,,2869.0,,
273,274,54,5.432862507313356,,52.532885990857785,,,,,,,,,,2017-12-06T14:40:00Z,,,,-20.0,,
274,275,457,5.6747507399543675,,51.49943999022056,,,,,,,,,,2017-12-06T14:40:00Z,,,,1502.0,,
275,276,275,4.134000054646047,,51.821029996988294,,,,,,,,,,2017-12-06T14:40:00Z,,,,41.0,,
276,277,2,3.275075000760269,,51.99780099809457,,,,,,,,,,2017-12-06T14:40:00Z,,,,120.0,,
277,278,38,4.554822133033945,,52.46232599500572,,,,,,,,,,2017-12-06T14:40:00Z,,,,-23.0,,
278,279,137,5.954220959407968,,51.95146999943625,,,,,,,,,,2017-12-06T14:40:00Z,,,,864.0,,
279,280,56,5.283342413143615,,52.692936991003684,,,,,,,,,,2017-12-06T14:40:00Z,,,,-18.0,,
280,281,57,5.281112411981763,,52.69148799099862,,,,,,,,,,2017-12-06T14:40:00Z,,,,-25.0,,
281,282,304,4.578470146210813,,51.91645299463047,,,,,,,,,,2017-12-06T14:40:00Z,,,,2.0,,
282,283,17,5.41136046559806,,53.17566999203583,,,,,,,,,,2017-12-06T14:40:00Z,,,,3.0,,
283,284,330,4.627970160775722,,51.89102999426538,,,,,,,,,,2017-12-06T14:40:00Z,,,,7.0,,
284,285,104,5.925390882625113,,52.55158000056485,,,,,,,,,,2017-12-06T14:40:00Z,,,,0.0,,
285,286,189,3.8652760248622453,,51.54397099769308,,,,,,,,,,2017-12-06T14:40:00Z,,,,102.0,,
286,287,19,5.337615428289499,,53.069108991628454,,,,,,,,,,2017-12-06T14:40:00Z,,,,-16.0,,
287,288,495,5.943141016598551,,51.16007999567095,,,,,,,,,,2017-12-06T14:40:00Z,,,,1718.0,,
288,289,408,5.432670541198238,,51.80980998934338,,,,,,,,,,2017-12-06T14:40:00Z,,,,116.0,,
289,290,121,3.66987401114,,51.92574499795054,,,,,,,,,,2017-12-06T14:40:00Z,,,,140.0,,
290,291,72,5.710420682810218,,52.841919994833766,,,,,,,,,,2017-12-06T14:40:00Z,,,,-12.0,,
291,292,302,4.451622114573794,,51.830297995433796,,,,,,,,,,2017-12-06T14:40:00Z,,,,23.0,,
292,293,344,4.154265056941961,,51.95685999692893,,,,,,,,,,2017-12-06T14:30:00Z,,9.0,,96.0,,
293,294,345,4.159720057729448,,51.96005999690299,,,,,,,,,,2017-12-06T14:30:00Z,,16.0,,95.0,,
294,295,124,4.719720187600467,,52.00657999363898,,,,,,,,,,2017-12-06T14:40:00Z,,,,-8.0,,
295,296,279,4.622530161817602,,51.704829994219146,,,,,,,,,,2017-12-06T14:40:00Z,,,,35.0,,
296,297,89,6.100971051399287,,52.56389001015297,,,,,,,,,,2017-12-06T14:40:00Z,,,,-8.0,,
297,298,157,5.850670869103737,,51.852439995231904,,,,,,,,,,2017-12-06T14:40:00Z,,,,771.0,,
298,299,24,4.8512202130140585,,53.0410299933932,,,,,,,,,,2017-12-06T14:40:00Z,,,,-61.0,,
299,300,44,5.470695544624237,,52.26155999042818,,,,,,,,,,2017-12-06T14:40:00Z,,,,-33.0,,
300,301,201,3.6766990117012535,,51.72005299794776,,,,,,,,,,2017-12-06T14:40:00Z,,,,194.0,,
301,302,398,5.132406358324168,,51.99338199055607,,,,,,,,,,2017-12-06T14:40:00Z,,,,78.0,,
302,303,262,3.997440038434617,,51.44566999738871,,,,,,,,,,2017-12-06T14:30:00Z,,19.0,,229.0,,
303,304,448,5.727670792102012,,51.39521999071397,,,,,,,,,,2017-12-06T14:30:00Z,,,,2508.0,,
304,305,449,5.726277790821731,,51.39609599068752,,,,,,,,,,2017-12-06T14:30:00Z,,,,2256.0,,
305,306,362,4.3125310842195175,,51.89181399622587,,,,,,,,,,2017-12-06T14:40:00Z,,,,43.0,,
306,307,192,3.6822270120964715,,51.619567997943385,,,,,,,,,,2017-12-06T14:30:00Z,,2.0,,198.0,,
307,308,395,5.404522514973957,,51.974870989652786,,,,,,,,,,2017-12-06T14:50:00Z,,,,357.0,,
308,309,253,4.230555072321068,,51.42502999654794,,,,,,,,,,2017-12-06T14:50:00Z,,,,9.0,,
309,310,416,6.113066187897785,,51.318543004985756,,,,,,,,,,2017-12-06T14:50:00Z,,,,1412.0,,
310,311,417,6.118031191871577,,51.33553000539113,,,,,,,,,,2017-12-06T14:50:00Z,,,,1172.0,,
311,312,473,5.691539796016169,,50.87297098846949,,,,,,,,,,2017-12-06T14:40:00Z,,,237.75,3918.0,4151.0,
312,313,41,4.722710181462331,,52.433276993860005,,,,,,,,,,2017-12-06T14:40:00Z,,,,-41.0,,
313,314,472,5.699227803139585,,50.86919298855572,,,,,,,,,,2017-12-06T14:40:00Z,,,,4406.0,,
314,315,357,4.3495600914941885,,51.89996999604536,,,,,,,,,,2017-12-06T14:40:00Z,,,,37.0,,
315,316,277,5.016527307600463,,51.82199999115062,,,,,,,,,,2017-12-06T14:40:00Z,,,,95.0,,
316,317,86,6.180061177232325,,52.15336001400925,,,,,,,,,,2017-12-06T14:40:00Z,,,,490.0,,
317,318,399,5.113580347648044,,52.03368999071935,,,,,,,,,,2017-12-06T14:40:00Z,,,-12.34,-41.0,,
318,319,152,5.970971002624847,,51.64543999889698,,,,,,,,,,2017-12-06T14:40:00Z,,,,822.0,,
319,320,392,5.455580552203913,,51.90053798958408,,,,,,,,,,2017-12-06T14:40:00Z,,,1733.67,506.0,,
320,321,415,6.15864123594341,,51.36761000833641,,,,,,,,,,2017-12-06T14:40:00Z,,,375.66,1164.0,,
321,322,366,4.499762125358601,,51.92001999516033,,,,,,,,,,2017-12-06T14:40:00Z,,,,13.0,,
322,323,492,5.982331054295662,,51.200499997456106,,,,,,,,,,2017-12-06T14:40:00Z,,,,1686.0,,
323,324,388,4.992420302661912,,51.59655999110406,,,,,,,,,,2017-12-06T14:40:00Z,,,,780.0,,
324,325,406,5.563080632305888,,51.82702998995248,,,,,,,,,,2017-12-06T14:40:00Z,,,362.2,496.0,,
325,326,109,6.105751077636837,,52.3420800094579,,,,,,,,,,2017-12-06T14:40:00Z,,,443.38,264.0,,
326,327,145,6.039921053531767,,51.86947000328196,,,,,,,,,,2017-12-06T14:40:00Z,,,,941.0,,
327,328,60,5.231194391110055,,52.532138990857476,,,,,,,,,,2017-12-06T14:40:00Z,,39.0,,-25.0,,
328,329,488,5.801508881107194,,51.09483399114418,,,,,,,,,,2017-12-06T13:50:00Z,,,309.49,2252.0,2485.0,
329,330,181,3.8258400212266803,,51.74858399776717,,,,,,,,,,2017-12-06T14:40:00Z,,,,186.0,,
330,331,69,5.559000579194759,,52.74830999220229,,,,,,,,,,2017-12-06T14:40:00Z,,51.0,,-14.0,,
331,332,63,5.224000374083645,,52.91222199144204,,,,,,,,,,2017-12-06T14:40:00Z,,46.0,,-17.0,,
332,333,389,5.035530323172647,,51.58213999073932,,,,,,,,,,2017-12-06T14:40:00Z,,,,1266.0,,
333,334,463,5.654330721734371,,51.520609990013135,,,,,,,,,,2017-12-06T14:40:00Z,,,,1507.0,,
334,335,464,5.653569721069154,,51.52126399000422,,,,,,,,,,2017-12-06T14:40:00Z,,,,1316.0,,
335,336,370,4.282920079259065,,51.80554999635876,,,,,,,,,,2017-12-06T14:40:00Z,,,,32.0,,
336,337,489,5.849780926722001,,51.106499992394795,,,,,,,,,,2017-12-06T14:40:00Z,,,,3280.0,,
337,338,271,3.974295034906455,,51.73870999746273,,,,,,,,,,2017-12-06T14:50:00Z,,,,-16.0,,
338,339,230,3.548116006382992,,51.40150299804304,,,,,,,,,,2017-11-24T08:30:00Z,,,,-93.0,,
339,340,182,3.827374021347628,,51.748216997764736,,,,,,,,,,2017-12-06T14:40:00Z,,,,-16.0,,
340,341,48,5.139052351039322,,52.32606799095573,,,,,,,,,,2017-12-06T14:40:00Z,,,,-32.0,,
341,342,490,6.004331072374613,,51.260439998722234,,,,,,,,,,2017-12-06T14:40:00Z,,,,1432.0,,
342,343,239,4.285750083430856,,51.29645899625461,,,,,,,,,,2017-12-06T13:50:00Z,,,,102.0,244.0,
343,344,241,4.237931074126752,,51.34837899649976,,,,,,,,,,2017-12-06T13:50:00Z,,,,108.0,244.0,
344,345,117,5.207448415374449,,51.49794298938899,,,,,,,,,,2017-12-06T14:40:00Z,,,,1501.0,,
345,346,235,3.819895021544931,,51.33630399776843,,,,,,,,,,2017-12-06T14:40:00Z,,,,270.0,,
346,347,511,5.333190411823557,,53.42793999222983,,,,,,,,,,2017-12-06T14:40:00Z,,,,-79.0,,
347,348,42,5.328591456021579,,52.25468499020801,,,,,,,,,,2017-12-06T14:40:00Z,0.009,,9.0,-33.0,,
348,349,418,5.272970444236653,,51.73360998944547,,,,,,,,,,2017-12-06T14:30:00Z,,,13.14,222.0,,
349,350,373,4.795950218022673,,51.78070999289553,,,,,,,,,,2017-12-06T14:40:00Z,,,,90.0,,
350,351,410,5.90240096084414,,51.3261999948847,,,,,,,,,,2017-12-06T14:30:00Z,,,1.06,3162.0,,
351,352,411,5.902689961100705,,51.32655899490062,,,,,,,,,,2017-12-06T14:30:00Z,,,,3111.0,,
352,353,378,4.8211322277200255,,51.761709992670625,,,,,,,,,,2017-12-06T14:40:00Z,,,,49.0,,
353,354,450,5.701390767966865,,51.41563999034644,,,,,,,,,,2017-12-06T14:40:00Z,,,,2258.0,,
354,355,451,5.701030767579599,,51.41691299034325,,,,,,,,,,2017-12-06T14:40:00Z,,,,2064.0,,
355,356,176,3.047219999996274,,51.39527399811556,,,,,,,,,,2017-12-06T14:00:00Z,,84.0,,225.0,,
356,357,177,3.1194520000664197,,51.36139199812204,,,,,,,,,,2017-12-06T14:00:00Z,,94.0,,234.0,,
357,358,179,3.200007000309769,,51.39055399811528,,,,,,,,,,2017-12-06T14:30:00Z,,,,232.0,,
358,359,412,5.074880338396728,,51.71242999058212,,,,,,,,,,2017-12-06T14:10:00Z,,,1.42,188.0,,
359,360,118,5.207720415514109,,51.49821998939094,,,,,,,,,,2017-12-06T14:40:00Z,,,,1501.0,,
360,361,119,5.206137414620025,,51.49815698940135,,,,,,,,,,2017-12-06T14:40:00Z,,,,1259.0,,
361,362,87,6.054781009804161,,52.50867000696174,,,,,,,,,,2017-12-06T14:40:00Z,,,,82.0,,
362,363,156,5.865060889718394,,51.75893999533632,,,,,,,,,,2017-12-06T14:40:00Z,,,,791.0,,
363,364,405,5.630527679295606,,51.90049999081709,,,,,,,,,,2017-12-06T14:40:00Z,,,,626.0,,
364,365,12,2.4391699931508315,,51.38944499803639,,,,,,,,,,2017-12-06T14:00:00Z,,113.0,,222.0,,
365,366,9,2.7294479992152154,,51.150832998117934,,,,,,,,,,2017-12-06T14:30:00Z,,,,252.0,,
366,367,434,5.770450838432666,,51.28050999113252,,,,,,,,,,2017-12-06T14:30:00Z,,,1.32,3166.0,,
367,368,452,5.684527751521814,,51.44769799019489,,,,,,,,,,2017-12-06T14:20:00Z,,,,2062.0,,
368,369,484,5.759199846364702,,51.029646990036525,,,,,,,,,,2017-12-06T13:20:00Z,,,,2748.0,2981.0,
369,370,438,5.5301216199468035,,51.60913798918146,,,,,,,,,,2017-12-06T14:40:00Z,,,,853.0,,
370,371,439,5.531560621041423,,51.608559989190795,,,,,,,,,,2017-12-06T14:40:00Z,,,,1059.0,,
371,372,273,4.033445041326505,,51.82702899731175,,,,,,,,,,2017-12-06T14:40:00Z,,,,180.0,,
372,373,524,6.756671733788826,,53.465930111765324,,,,,,,,,,2017-12-06T14:40:00Z,,,,60.0,,
373,374,535,5.758940682130914,,53.429969997742056,,,,,,,,,,2017-12-06T14:30:00Z,,22.0,,-2.0,,
374,375,150,6.092421141243074,,51.548000004834094,,,,,,,,,,2017-12-06T14:40:00Z,,,,1125.0,,
375,376,259,4.191958065415454,,51.4797469967224,,,,,,,,,,2017-12-06T14:30:00Z,,7.0,,60.0,,
376,377,47,4.967544271798465,,52.378672992067166,,,,,,,,,,2017-12-06T14:40:00Z,,,,-32.0,,
377,378,68,5.108136319748363,,52.870089991783104,,,,,,,,,,2017-12-06T14:40:00Z,,23.0,,-21.0,,
378,379,478,5.755816848443427,,50.95794298973224,,,,,,,,,,2017-12-06T14:40:00Z,,,,3475.0,3708.0,
379,380,160,3.242052000536235,,51.50371899811523,,,,,,,,,,2017-12-06T14:40:00Z,,,,222.0,,
380,381,207,4.402223108872389,,51.22842899558023,,,,,,,,,,2017-12-06T13:50:00Z,,,,-3.0,230.0,
381,382,135,5.950237954791517,,51.9599339993066,,,,,,,,,,2017-12-06T14:40:00Z,,,,852.0,,
382,383,80,6.633098729185519,,52.372552076196946,,,,,,,,,,2017-12-06T14:50:00Z,,,,1008.0,,
383,384,78,6.8063420156348124,,52.24568311594345,,,,,,,,,,2017-12-06T14:30:00Z,,,,2512.0,,
384,385,76,6.8019640084896,,52.246167114773804,,,,,,,,,,2017-12-06T14:30:00Z,,,,1610.0,,
385,386,77,6.801736007993804,,52.24682611471342,,,,,,,,,,2017-12-06T14:30:00Z,,,,1740.0,,
386,387,103,5.846640810707157,,52.580779997701796,,,,,,,,,,2017-12-06T14:40:00Z,,,,-9.0,,
387,388,91,6.092927034843716,,52.652215010005385,,,,,,,,,,2017-12-06T14:40:00Z,,,8.5,-8.0,,
388,389,7,7.208252510693681,,53.23164027535445,,,,,,,,,,2017-12-06T14:40:00Z,,,,155.0,,
389,390,82,6.42191842284374,,52.517093041760695,,,,,,,,,,2017-12-06T14:40:00Z,,,36.35,253.0,,
390,391,81,6.401721396737732,,52.523310039096856,,,,,,,,,,2017-12-06T14:40:00Z,,,5.35,284.0,,
391,392,491,5.995251065401555,,51.23027999816091,,,,,,,,,,2017-12-06T14:40:00Z,,,,1437.0,,
392,393,98,6.185116125891144,,52.70206101712908,,,,,,,,,,2017-12-06T14:40:00Z,,,,-8.0,,
393,394,5,6.698486785567053,,52.62083309196092,,,,,,,,,,2017-12-06T14:40:00Z,,,,911.0,,
394,395,131,6.062270063111222,,52.017067005221925,,,,,,,,,,2017-12-06T14:40:00Z,,,,739.0,,
395,396,216,4.397707103619687,,51.68244499571874,,,,,,,,,,2017-12-06T14:40:00Z,,,,9.0,,
396,397,213,4.42177910895369,,51.69488899557817,,,,,,,,,,2017-12-06T14:40:00Z,,,,37.0,,
397,398,11,2.9249929999904865,,51.23472599812158,,,,,,,,,,2017-12-06T14:30:00Z,,,,243.0,,
398,399,431,5.602610698092485,,51.22305998863037,,,,,,,,,,2017-12-06T14:40:00Z,,,9.24,3570.0,,
399,400,440,5.743093808788955,,51.35072499084206,,,,,,,,,,2017-12-06T14:30:00Z,,,,2507.0,,
400,401,441,5.743280809043457,,51.34943999083899,,,,,,,,,,2017-12-06T14:30:00Z,,,,2703.0,,
401,402,479,5.735138827955142,,50.97847198944655,,,,,,,,,,2017-12-06T13:50:00Z,,,,2984.0,3217.0,
402,403,375,4.830281230548339,,51.792239992622484,,,,,,,,,,2017-12-06T14:40:00Z,,,,58.0,,
403,404,420,5.333504480502407,,51.7395299892561,,,,,,,,,,2017-12-06T14:40:00Z,,,0.0,96.0,,
404,405,419,5.271539443394736,,51.73352398944768,,,,,,,,,,2017-12-06T14:10:00Z,,,,88.0,,
405,406,374,4.8070102219986435,,51.78467999280699,,,,,,,,,,2017-12-06T14:40:00Z,,,,59.0,,
406,407,381,4.8713922462870975,,51.79913299228654,,,,,,,,,,2017-12-06T14:40:00Z,,,,58.0,,
407,408,377,4.83977023470759,,51.76526099252293,,,,,,,,,,2017-12-06T14:30:00Z,,,,65.0,,
408,409,382,4.862973243321976,,51.78315299234639,,,,,,,,,,2017-12-06T14:30:00Z,,,,61.0,,
409,410,530,5.9582618352761605,,53.515828005657816,,,,,,,,,,2017-12-06T14:40:00Z,,,,-51.0,,
410,411,553,6.0639909382485335,,53.40796001131337,,,,,,,,,,2017-12-06T14:40:00Z,,,,16.0,,
411,412,487,5.818750897063226,,51.1011699915711,,,,,,,,,,2017-12-06T13:50:00Z,,,,2142.0,2375.0,
412,413,424,5.353670495560756,,51.68310998911156,,,,,,,,,,2017-12-06T14:40:00Z,,,,240.0,,
413,414,70,5.47877852268185,,52.82227799169119,,,,,,,,,,2017-12-06T14:40:00Z,,51.0,,-9.0,,
414,415,486,5.823640899534926,,51.12977999180005,,,,,,,,,,2017-12-06T13:50:00Z,,,,2117.0,2350.0,
415,416,482,5.771610856352222,,51.050359990354394,,,,,,,,,,2017-12-06T14:40:00Z,,,,2665.0,2898.0,
416,417,240,4.298590086173127,,51.26782199618311,,,,,,,,,,2017-12-06T13:50:00Z,,,,91.0,239.0,
417,418,128,3.8605610237817647,,51.86277899770978,,,,,,,,,,2017-12-06T14:40:00Z,,,,155.0,,
418,419,95,6.077918021080603,,52.6378060089637,,,,,,,,,,2017-12-06T14:40:00Z,,,,-7.0,,
419,420,83,6.284696296958959,,52.16608402351459,,,,,,,,,,2017-12-06T14:40:00Z,,,16.28,1003.0,,
420,421,96,5.981580925817514,,52.65817000357117,,,,,,,,,,2017-12-06T14:40:00Z,,,,-13.0,,
421,422,163,3.48033100421069,,51.64328999807054,,,,,,,,,,2017-12-06T14:30:00Z,,111.0,,203.0,,
422,423,196,3.6939540126933292,,51.65587999793516,,,,,,,,,,2017-12-06T14:30:00Z,,77.0,,206.0,,
423,424,255,4.071970047456428,,51.50810999717033,,,,,,,,,,2017-12-06T14:40:00Z,,,,76.0,,
424,425,517,6.398434264681988,,53.57375004452607,,,,,,,,,,2017-12-06T14:40:00Z,,,,-28.0,,
425,426,74,6.679474817473541,,52.24702308502621,,,,,,,,,,2017-12-06T14:40:00Z,,,,1606.0,,
426,427,75,6.675994812470572,,52.24569408426596,,,,,,,,,,2017-12-06T14:40:00Z,,,,1005.0,,
427,428,155,5.7443607813098145,,51.76113999222265,,,,,,,,,,2017-12-06T14:40:00Z,,,,792.0,,
428,429,400,5.089851336090348,,52.032299990872154,,,,,,,,,,2017-12-06T14:40:00Z,,,-1.39,55.0,,
429,430,218,4.316628086829051,,51.65296699616602,,,,,,,,,,2017-12-06T14:40:00Z,,,,5.0,,
430,431,251,4.234155073166789,,51.392829996520334,,,,,,,,,,2017-12-06T14:40:00Z,,,,129.0,,
431,432,249,4.2350080733066235,,51.39319799651609,,,,,,,,,,2017-12-06T14:40:00Z,,,,8.0,,
432,433,470,5.68308078739977,,50.88952998842129,,,,,,,,,,2017-12-06T13:50:00Z,,,,3832.0,4065.0,
433,434,202,3.6217470090384136,,51.76652699799239,,,,,,,,,,2017-12-06T14:30:00Z,,139.0,,176.0,,
434,435,100,5.855380820834412,,52.54600999787577,,,,,,,,,,2017-12-06T14:40:00Z,,,,-11.0,,
435,436,101,5.8548608206123,,52.54287999784728,,,,,,,,,,2017-12-06T14:40:00Z,,,,-20.0,,
436,437,217,4.254940075359497,,51.6258699964577,,,,,,,,,,2017-12-06T12:40:00Z,,,0.89,9.0,,
437,438,88,6.055180010091322,,52.509858006991394,,,,,,,,,,2017-12-05T12:10:00Z,,,,999999999.0,,
438,439,146,6.083652101143694,,51.85750500576825,,,,,,,,,,2017-12-06T14:40:00Z,,,2369.5,999999999.0,,
439,440,136,5.9531579579776635,,51.95611799941152,,,,,,,,,,2017-12-06T14:40:00Z,,,,999999999.0,,
440,441,141,6.029904041355289,,51.88835400282391,,,,,,,,,,2017-12-06T14:40:00Z,,,,999999999.0,,
441,442,142,6.029971041453271,,51.88799400282698,,,,,,,,,,2017-12-06T14:40:00Z,,,,999999999.0,,
442,443,314,4.63847116518301,,51.80392699414666,,,,,,,,,,2017-12-06T14:40:00Z,0.173,,,,,
443,444,315,4.638603165217539,,51.803819994141385,,,,,,,,,,2017-12-06T14:40:00Z,0.101,,,,,
444,445,311,4.6387211652631315,,51.803703994141216,,,,,,,,,,2017-12-06T14:40:00Z,0.107,,,,,
445,446,312,4.638839165296876,,51.8035959941473,,,,,,,,,,2017-12-06T14:40:00Z,0.113,,,,,
446,447,313,4.638971165343589,,51.803488994144864,,,,,,,,,,2017-12-06T14:40:00Z,0.155,,,,,
447,448,309,4.639089165373153,,51.803372994137476,,,,,,,,,,2017-12-06T14:40:00Z,0.06,,,,,
448,449,310,4.639222165418717,,51.803265994144375,,,,,,,,,,2017-12-06T14:40:00Z,0.06,,,,,
449,450,307,4.63934016545628,,51.80314999414406,,,,,,,,,,2017-12-06T14:40:00Z,0.056,,,,,
450,451,308,4.639463165489021,,51.80304199414145,,,,,,,,,,2017-12-06T14:40:00Z,0.145,,,,,
451,452,282,4.636542165882021,,51.7163669941144,,,,,,,,,,2017-12-06T14:40:00Z,0.419,,,,,
452,453,280,4.636418165833686,,51.716479994123844,,,,,,,,,,2017-12-06T14:40:00Z,0.302,,,,,
453,454,281,4.6363011658023225,,51.716586994124086,,,,,,,,,,2017-12-06T14:40:00Z,0.3,,,,,
454,455,285,4.636168165753469,,51.716702994125264,,,,,,,,,,2017-12-06T14:40:00Z,0.298,,,,,
455,456,286,4.636051165729184,,51.71680999411826,,,,,,,,,,2017-12-06T14:40:00Z,0.297,,,,,
456,457,287,4.635919165678013,,51.71691699412335,,,,,,,,,,2017-12-06T14:40:00Z,0.288,,,,,
457,458,283,4.635801165645622,,51.7170329941262,,,,,,,,,,2017-12-06T14:40:00Z,0.276,,,,,
458,459,284,4.635684165604833,,51.71713999412591,,,,,,,,,,2017-12-06T14:40:00Z,0.302,,,,,
459,460,288,4.635551165565446,,51.717255994129715,,,,,,,,,,2017-12-06T14:40:00Z,0.315,,,,,
460,461,289,4.635434165532045,,51.71736299413117,,,,,,,,,,2017-12-06T14:40:00Z,0.298,,,,,
461,462,290,4.635316165491335,,51.7174799941298,,,,,,,,,,2017-12-06T14:40:00Z,0.289,,,,,
462,463,291,4.635184165447934,,51.71758699413234,,,,,,,,,,2017-12-06T14:40:00Z,0.197,,,,,
463,464,294,4.635066165413683,,51.71770299412984,,,,,,,,,,2017-12-06T14:40:00Z,0.18,,,,,
464,465,292,4.634934165361992,,51.71780999412899,,,,,,,,,,2017-12-06T14:40:00Z,0.177,,,,,
465,466,293,4.6348171653310555,,51.717916994129745,,,,,,,,,,2017-12-06T14:40:00Z,0.167,,,,,
466,467,295,4.634567165256151,,51.71813999413272,,,,,,,,,,2017-12-06T14:40:00Z,0.176,,,,,
